experience_level,employment_type,employee_residence,remote_ratio,company_location,company_size,new_job_title,sqrt_salary_in_usd,Cluster_Label
3,2,7,2,7,1,1,406.202,0
3,2,7,2,7,1,1,363.731,0
3,2,7,2,7,1,2,435.89,0
3,2,7,2,7,1,2,354.965,0
3,2,7,0,7,1,0,386.057,0
3,2,7,0,7,1,0,337.491,0
3,2,7,0,7,1,1,391.918,0
3,2,7,0,7,1,1,326.803,0
3,2,7,0,7,1,1,415.452,0
3,2,7,0,7,1,1,328.481,0
3,2,7,2,7,1,1,424.476,0
3,2,7,2,7,1,1,325.607,0
3,2,7,0,7,1,0,613.254,0
3,2,7,0,7,1,0,461.649,0
3,2,7,2,7,1,1,391.918,0
3,2,7,2,7,1,1,317.017,0
3,2,7,0,7,1,1,454.423,0
3,2,7,0,7,1,1,348.712,0
3,2,7,2,7,1,1,509.902,0
3,2,7,2,7,1,1,474.342,0
1,2,7,2,7,1,1,441.022,0
1,2,7,2,7,1,1,339.853,0
3,2,7,0,7,0,5,412.311,0
3,2,7,0,7,0,5,300.0,0
0,2,7,0,7,1,1,308.221,0
0,2,7,0,7,1,1,264.575,0
3,2,7,2,7,1,1,524.404,0
3,2,7,2,7,1,1,400.0,0
3,2,7,0,7,1,1,340.491,0
3,2,7,0,7,1,1,285.773,0
3,2,7,2,7,1,2,418.33,0
3,2,7,2,7,1,2,346.41,0
3,2,7,0,7,1,3,387.298,0
3,2,7,0,7,1,3,346.41,0
3,2,7,2,7,1,5,447.214,0
3,2,7,2,7,1,5,418.33,0
2,2,7,2,7,1,1,453.872,0
2,2,7,2,7,1,1,360.555,0
3,2,6,0,6,1,0,371.484,1
3,2,6,0,6,1,0,303.315,1
3,2,4,2,4,1,5,254.951,2
3,2,4,2,4,1,5,219.089,2
